title,price,rating,brand,ram,storage,color,processor
"HP Victus Gaming Laptop, Intel Core 5 210H, 4GB RTX 3050 A (24GB DDR5, 512GB SSD) FHD, 144Hz, 300 nits, IPS, 15.6''/39.6 cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2500TX, Backlit,",89990.0,5.0,HP,4GB,512GB,Silver,Intel
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1255TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop",82990.0,3.8,HP,16GB,1024GB,Silver,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor, 8GB RAM/512GB SSD, 39.62 cm(15.6"") FHD LED-Backlit IPS Display, Win11Home, Pure Silver, 1.7Kg, A325-53, Thin & Light Laptop",54650.0,3.8,Acer,8GB,512GB,Silver,Intel
HP Ultra 7 255H / 32 GB DDR5 RAM/ 1 TB SSD/Windows 11 Pro/5 MP IR AI Camera/ 16.0 inch AG WUXGA/Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth 5.4 /Fingerprint Reader (C1JQ1PT),234454.0,3.9,HP,DDR5,1024GB,Unknown,Intel
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB RAM, 512GB SSD), Anti-Glare, IPS, 14""/35.6cm, FHD, Win 11, MS Office 2021, Silver, 1.4Kg, Intel Iris Xe Graphics, FHD Camera,Backlit KB, gr0002TU",69990.0,4.0,HP,16GB,512GB,Silver,Intel
"HP OmniBook Ultra Flip (Previously Spectre) Intel Core Ultra 7 256V 47 Tops (16GB LPDDR5X, 1TB SSD) OLED, 500 nits,14''/35.6cm, Touch 2-in-1, Win11, Office21, Gray,1.34kg, fh0026TU Next Gen AI Laptop",186990.0,3.9,HP,16GB,1024GB,Gray,Intel
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, Office 24, Blue, 2.29kg, fb3134/20ax, Xbox Gamepass*, Gaming Laptop",69444.5,4.2,HP,6GB,512GB,Blue,Amd
"Dell 15 (Previously Inspiron), Intel Core i7 13th Gen -1355U, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Win 11, MSO'24, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 12 Month McAfee, Thin & Light Laptop",82990.0,3.7,Dell,16GB,512GB,Silver,Intel
"Lenovo IdeaPad Pro 5 AMD Ryzen 7 8845HS 16"" (40.64cm) 2K-OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVDIA RTX 4050 6GB/Win11/100% DCI-P3/Office 2021/Alexa/3 Month Game Pass/Grey/1.91Kg), 83D5000SIN",169890.0,3.6,Lenovo,16GB,1024GB,Grey,Amd
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5060 (24GB DDR5, 1TB SSD) 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0015TX, RGB, Gaming Laptop",166990.0,4.0,HP,8GB,1024GB,Black,Intel
"DELL Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin and Light Laptop (14 inch, Ice Blue, 1.5 kg, with MS Office)",62350.0,3.8,DELL,Unknown,512GB,Blue,Intel
"HP 15 255R G10, AMD Ryzen 5 7535U Hexa Core (6 Core, 12 Threads, 2.9 to Max 4.3 Ghz) (8 GB/512 GB SSD/AMD Radeon Graphics/dos) Thin and Light Laptop(15.6 inch HD Display, Matt Silver, 1.45",52999.0,4.1,HP,Unknown,512GB,Silver,Amd
"Dell 15, Smart Choice, AMD Ryzen 7-7730U, 16GB, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Silver, 1.63Kg, [Dell 15], 120Hz 250nits, AMD Radeon Graphics, Thin & Light Laptop",59990.0,3.4,Dell,16GB,512GB,Silver,Amd
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg",319990.0,3.9,Alienware,32GB,1024GB,Indigo,Intel
Tech IT 𝗟𝗲𝗻𝗼𝘃𝗼Model 81N3 𝗔𝗠𝗗A6 REDEON | 4GB RAM/128GB SSD | 14″ FHD Display | A+ Condition Laptop (Refab),24900.0,3.9,Tech,4GB,128GB,Unknown,Unknown
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024",91990.0,5.0,HP,Unknown,512GB,Silver,Intel
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0690au",55780.0,3.9,HP,16GB,512GB,Silver,Amd
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",68700.0,3.8,Lenovo,Unknown,512GB,Grey,Intel
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",52999.0,3.9,Lenovo,Unknown,512GB,Grey,Intel
"ASUS ProArt PX13 (2026),AMD Ryzen AI MAX+ 395,AMD Radeon 8060S iGPU,128GB RAM,1TB SSD,3K OLED,13.3""(33.7 cm),Win 11,M365 Basic(1Y)* Office 2024,Nano Black,1.39 Kg,HN7306EAC-LX052WS,AI Creator Laptop",334990.0,4.3,ASUS,128GB,1024GB,Black,Amd
"HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Shutter, fd0549TU",63990.0,3.9,HP,8GB,1024GB,Silver,Intel
"ASUS TUF A15 (2025),Smartchoice, AMD Ryzen 7 7445HS,Gaming Laptop,RTX 3050-4GB,75W TGP,16GB RAM (Upgradeable Upto 64GB) 1TB SSD,FHD,15.6"",144Hz,M365 Basic(1Y),Office 2024,Black,2.3 Kg,FA506NCG-HN251WS",88999.0,4.4,ASUS,4GB,1024GB,Black,Amd
Lenovo ThinkPad E14 AI PC Intel Core Ultra 7 155H | Copilot Key | 16GB RAM | 512GB SSD | 14” WUXGA IPS 300 Nits | Win 11 + Office 2024 | Backlit | Fingerprint | 1.42 kg | 1Y Onsite | Black –21M7S0SF00,124800.0,5.0,Lenovo,16GB,512GB,Black,Intel
"Alienware 16 Area-51, Intel Core Ultra 9-275HX, RTX 5090-24GB, 64GB DDR5, 2TB SSD, WQXGA, 16.0""/40.64cm, 240Hz, Win 11, MSO 2024, Liquid Teal, 3.4kg, AI Enabled, 500 nits, AI PC",531490.0,4.5,Alienware,24GB,2048GB,Unknown,Intel
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021",78990.0,5.0,HP,Unknown,512GB,Silver,Intel
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS",66990.0,4.1,ASUS,16GB,512GB,Blue,Intel
"ASUS Vivobook 15 (2026),Intel Core 5 120U,(i5-14th Gen),Fingerprint Sensor,8GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 24,Cool Silver,1.7 Kg,X1504VAP-IN011WS,Thin & Light Laptop",58990.0,3.0,ASUS,8GB,512GB,Silver,Intel
"Acer TravelLite TL04-41M 14-inch FHD Thin & Light Metal Body Laptop, AMD Ryzen 3 5400U Processor, 8GB DDR4 RAM, 512GB SSD, Windows 11 Home, MS Office 2021, Wi-Fi 6, HD Webcam Sleek Metal Body",44999.0,5.0,Acer,8GB,512GB,Unknown,Amd
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",194990.0,4.8,Apple,24GB,1024GB,Blue,Unknown
"HP 15, Intel Ultra 5 125H, 12 Tops (32GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1279TU, Intel Arc Graphics, FHD Camera, Backlit, AI Powered Laptop",69444.5,3.6,HP,32GB,1024GB,Silver,Intel
"HP 255 Notebook, AMD Athlon Silver 7120U,8GB DDR4, 256GB SSD, 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, (Win 11, Silver,1.52kg) G10",43950.0,4.0,HP,8GB,256GB,Silver,Amd
"Lenovo Legion 7 Intel Core i9-12900HX 16"" (40.64cm) QHD IPS 165Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 3080Ti 16GB/Alexa/3 Month Game Pass/Storm Grey/2.53Kg), 82TD009KIN",290000.0,5.0,Lenovo,32GB,1024GB,Grey,Intel
"ASUS ROG Strix G16, Intel Core Ultra 9 275HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/) G615LM-S5128WS",200042.0,4.1,ASUS,8GB,Unknown,Gray,Intel
HP OmniBook 5 OLED ● Intel Core Ultra 7 355 ● 49 Tops ● 16GB LPDDR5x ●1TB SSD ● 2K● 14''/35.6cm● Win11● Office24● Meteor Silver● 1.33kg● hh0030TU● mini GaN Charger● Upto 32hrs battery life ● AI Laptop,142990.0,3.9,HP,16GB,1024GB,Silver,Intel
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",89890.0,3.7,Lenovo,Unknown,512GB,Grey,Intel
"HP 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Fingerprint Reader/Ash Grey/1.5 kg/MS Office 2021",75990.0,5.0,HP,Unknown,512GB,Grey,Intel
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021",68990.0,5.0,HP,Unknown,512GB,Silver,Intel
"ASUS TUF A15 (2026), AMD Ryzen 7 170,RTX 3050-4GB,16GB RAM (Upgradeable),512GB SSD,FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year),Office 2024, Graphite Black, 2.3 Kg, FA506NCQ-HN007WS,Gaming Laptop",102990.0,4.7,ASUS,4GB,512GB,Black,Amd
"acer Predator Helios 16 AI, Intel Core Ultra 9 Processor,RTX 5090-24 GB GDDR7,32 GB/1 TB, WQXGA OLED, 16.0""/40.64 cm, 240Hz, Win 11 Home, Abyssal Black, 2.65 kg, PH16-73, RGB KB, Gaming Laptop",499990.0,4.4,acer,Unknown,Unknown,Black,Intel
"acer Nitro V 15, Intel core i7-13th Gen 13620H,NVIDIA GeForce RTX - 5050 8GB, 16 GB,512 GB,Full HD IPS,15.6""/39.62 cm,165 Hz, Win 11 Home, Obsidian Black, 2.113 kg, ANV15-52, Amber KB,Gaming Laptop",139990.0,3.2,acer,8GB,Unknown,Black,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP Free/Grey/1.6Kg), 83K100S1IN",81689.0,3.9,Lenovo,16GB,512GB,Grey,Unknown
"MSI GL63 8RE-455IN 2018 15.6-inch Laptop (Core i7-8750H/16GB/128GBSSD+1TB/Windows 10/6GB Graphics), Black",124990.0,4.2,MSI,16GB,128GB,Black,Unknown
"Lenovo LOQ, Intel Core i7-13650HX, 13th Gen, NVIDIA RTX 4060-8GB, 16GB RAM, 1TB SSD, FHD 144Hz 300Nits, 15.6""/39.62cm, Windows 11 Home, MS Office 24, Grey, 2.38Kg, 83DV01BHIN, 100% sRGB Gaming Laptop",165000.0,4.3,Lenovo,8GB,1024GB,Grey,Intel
"Acer ALG, Intel Core5-210H Processor, NVIDIA GeForceRTX 3050-4GB DDR6, Office 2024 + M365 Basic,16GB RAM/512GB SSD, FHD 15.6"", 144Hz, Win 11 Home, Titanium Gray, 1.99 KG, AL15G-53, Gaming Laptop",81990.0,3.9,Acer,4GB,512GB,Gray,Intel
"HP ProBook 440 14 inch G10 Notebook PC, 14"", Windows 11 Pro, Intel® Core™ i5, 16GB RAM, 512GB SSD, FHD(B15JRAT)",93990.0,5.0,HP,16GB,512GB,Unknown,Intel
"HP 15, 13th Gen Intel Core i3-1315uLaptop 8GB DDR4,512GB SSD Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU",55100.0,3.8,HP,8GB,512GB,Silver,Intel
"ASUS ProArt PZ14 (2026),Snapdragon® X2 Elite,Qualcomm Adreno iGPU,32GB/1TB,3K OLED,Touchscreen,14""(35.5 cm),144Hz,Win 11,M365 Basic(1Y),Office 24,Black,0.79 Kg,HT7407NA-SN024WS,Creator/Gaming Laptop",269990.0,3.9,ASUS,32GB,Unknown,Black,Snapdragon
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11/Ms-Office/Silver (Grey) / 1 Year Onsite Warranty,48999.0,2.9,Lenovo,8GB,512GB,Silver,Unknown
"HP Business 250R G10 (2025) Thin & Light Laptop with Intel Core 3 14th Gen 100U, 16GB RAM, 512GB SSD, 15.6″ IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver (1.5 kg)",62300.0,1.0,HP,16GB,512GB,Silver,Intel
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",69900.0,4.0,HP,Unknown,512GB,Grey,Intel
"HP 255R G10 Notebook (AMD Athlon Silver 7120U /8GB/512GB/DOS) 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, Silver,1.52kg",43490.0,3.0,HP,8GB,Unknown,Silver,Amd
HP 15 (2025) AMD Ryzen 3 7335U Quad Core Laptop 16GB DDR5 512GB SSD AMD Radeon Graphics Windows 11 Pro MS Office 2024 Copilot Key AI PC 15.6-inch FHD Thin & Light 1.5kg Turbo Silver,57880.0,4.0,HP,16GB,512GB,Silver,Amd
"𝗟𝗲𝗻𝗼𝘃𝗼Model E495 𝗔𝗠𝗗𝗥𝗬𝗭𝗘𝗡 𝟱 |8GB DDR4 RAM |256GB SSD |14"" FHD Display | Win10 | A+ Condition Laptop (Refab)",27000.0,3.9,Unknown,8GB,256GB,Unknown,Unknown
"HP ZBook Studio 12th Gen Intel Core i7-12700H 16inch(40.6 cm) WQUXGA Display Creator Laptop 500 nits/16GB RAM/1TB SSD/NVIDIA GeForce RTX 3070 Ti Graphics/Win 11/MSO/B&O/FPR, G9 Workstation PC",255990.0,3.9,HP,16GB,1024GB,Unknown,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor,Office 2024 + M365 Basic, (8GB DDR4 RAM/500 GB SSD) with 39.62 cm (15.6"") FHD LED-Backlit IPS Display/Win 11Home,A325-53, Pure Silver, 1.7KG",52990.0,2.8,Acer,8GB,500GB,Silver,Intel
"Lenovo Legion Pro 5 2025 Intel Core i7-14650HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/WQXGA IPS/240Hz/16(40.64cm)/Windows 11/Office 2024+AI Now/Black/2.4Kg), 83NN0046IN AI Powered Gaming Laptop",231490.0,4.0,Lenovo,8GB,1024GB,Black,Intel
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",49400.0,4.0,Lenovo,8GB,512GB,Grey,Amd
"Acer Aspire Lite, AMD Ryzen 3 7330U Processor, 8 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.6KG, AL15-41, Metal Body, Premium Thin and Light Laptop",46590.0,3.9,Acer,Unknown,512GB,Gray,Amd
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop",71990.0,4.1,ASUS,16GB,512GB,Blue,Amd
"HP Professional 15 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/15.6"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.5kg/MSO 2024",93990.0,4.0,HP,Unknown,512GB,Silver,Intel
"Lenovo V15 G4 Laptop, AMD Athlon Silver 7120U, 8GB LPDDR5 RAM, 512GB PCIe SSD, 15.6"" FHD Display, Radeon 610M Graphics, Windows 11, MS Office 2021 Lifetime, Silver, 1.65 kg",45999.0,3.9,Lenovo,8GB,Unknown,Silver,Amd
"Lenovo IdeaPad 5 2-in-1 Intel Core Ultra 5 225H (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Windows 11/MS) 365 Basic+Office 2024/Lenovo Digital Pen 2/1Yr ADP/Grey/1.6Kg, 83KR0076IN Convertible Laptop",94990.0,2.0,Lenovo,16GB,512GB,Grey,Intel
"HP OmniBook X Laptop, Snapdragon® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU",114990.0,4.3,HP,16GB,1024GB,Blue,Snapdragon
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.4kg, FHD Camera w/Privacy Shutter,ep0340TU",164990.0,3.0,HP,16GB,512GB,Silver,Intel
𝗗𝗲𝗹𝗹Laptop Latitude 5300 Laptop | InteI Core i5 8th Gen | 8GB RAM | 256GB SSD | 14” FHD Display | Win 10 | Business Laptop | Seller Warranty | A+ Condition (Refab),29000.0,3.9,Unknown,8GB,256GB,Unknown,Unknown
"Certified Model T14 Gen1 10th Gen Core i5 Thin & Light Laptop (16 GB DDR4 RAM|256 GB SSD|14"" FHD Touchscreen|Windows 11 Pro|MS Office|UHD Graphics (Pre- Owned)",31999.0,1.0,Certified,DDR4,256GB,Unknown,Unknown
"ASUS Zenbook S14 (2026),Smartchoice,Intel Core Ultra 9 (Series 3),Intel iGPU,32GB /1TB SSD,3K OLED,Touchscreen,14""(35.5 cm),Win 11,M365 Basic(1Y),Office 24, White,1.2 Kg,UX5406AA-SU189WS,Copilot+ PC",239990.0,3.1,ASUS,32GB,1024GB,White,Intel
"Acer Aspire 5, Intel Core Ultra 5 125H Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Pure Silver, 1.2 kg, A514-54H, Backlit KB, Premium Laptop",74990.0,4.7,Acer,Unknown,512GB,Silver,Intel
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB RAM/1TB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00D3IN",141499.0,4.4,Lenovo,32GB,1024GB,Grey,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100C6IN",72290.0,4.0,Lenovo,16GB,512GB,Grey,Unknown
"HP Smartchoice Victus, 13th Gen i7-13620H, 6GB RTX 4050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, 15.6''/39.6cm, Win11, Office24, Mica Silver, 2.3kg, fa2100tx, Xbox Gamepass* Gaming Laptop",114990.0,3.9,HP,6GB,512GB,Silver,Unknown
"Lenovo Legion 5 2025 AMD Ryzen 7 260 | NVIDIA RTX 5060 8GB (16GB RAM/1TB SSD/WUXGA IPS/165Hz/15(39.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83M00074IN AI Powered Gaming Laptop",185490.0,3.5,Lenovo,8GB,1024GB,Black,Amd
"DELL 14 (2025) Intel Core i3 10th Gen 1305U - (4 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021/1 Year ADP Warranty",54891.0,3.8,DELL,Unknown,512GB,Blue,Intel
"Samsung Galaxy Book 4 15.6"" Full HD | Intel Core i5 1335U | 16GB RAM | 512GB SSD | Silver",69990.0,4.4,Samsung,16GB,512GB,Silver,Intel
"Acer ALG, 13th Gen Intel Core i5-13420H, NVIDIA GeForce RTX 3050-6GB DDR6, 16GB RAM, 512GB SSD, FHD 15.6""/39.62 cm, 144Hz, Windows 11 Home, Steel Gray, 1.99 KG, AL15G-53,Gaming Laptop",87900.0,4.0,Acer,6GB,512GB,Gray,Intel
"HP Victus, Intel Core 7 240H, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2409TX, RGB Backlit, Gaming Laptop",148000.0,4.1,HP,8GB,1024GB,Silver,Intel
𝗗𝗲𝗹𝗹Laptop Model E7270 Laptop | InteI Core i5 6th Gen | 8GB RAM | 256GB SSD | 14” FHD Display | Win 10 | Business Laptop | Seller Warranty | A+ Condition (Refab),26000.0,3.9,Unknown,8GB,256GB,Unknown,Unknown
"HP Professional 14 (2026) – Intel Core 5 120U (14th Gen), 16GB RAM, 512GB SSD, Windows 11 Pro, MSO 2024, Copilot Key, Fingerprint Reader, Intel Iris Xe Graphics, 14″ FHD Display, 1.53Kg – Turbo Silver",68480.0,3.8,HP,16GB,512GB,Silver,Intel
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Cosmic Blue/1.6Kg), 83K1010GIN",74990.0,3.9,Lenovo,16GB,512GB,Blue,Intel
"HP Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050A, 16GB DDR4(Upgradeable) 1TB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2047TX, Gaming Laptop",91289.0,3.4,HP,4GB,1024GB,Silver,Intel
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Mixed Black,1.63 Kg,E1504FA-BQ2116WS,Thin & Light Laptop",60700.0,4.0,ASUS,16GB,512GB,Black,Amd
"Acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 & MS-Office 2021 | Metal Body | 1.34Kg | Black | 30 Months Warranty",53800.0,3.7,Acer,16GB,512GB,Black,Amd
"HP Professional 14 (2026), Intel (i5 14th Gen) Core 5 120U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Home) Business Laptop/14.0"" FHD/Backlit + FingerPrint/Silver/Copilot Key/1.4kg/MS Office",68290.0,3.6,HP,Unknown,512GB,Silver,Intel
HP OmniBook OLED ● Intel Core Ultra 5 322● 46 Tops● 16GB DDR5 (Upgradeable)● 512GB SSD● 2K●14''/35.6cm● 300nits● Win11● Office24● Silver● 1.4kg● hs0052TU● Lighter mini GaN Charger● AI Laptop,110990.0,3.9,HP,16GB,512GB,Silver,Intel
"Acer Aspire Lite (2026) AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) AL15-41 Thin and Light Laptop (15.6 Inch FHD IPS, Steel Grey, 1.5 Kg/MS Office 2024",44680.0,2.9,Acer,Unknown,512GB,Grey,Amd
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6 Inch (39.6cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office Home 2024/3months Game Pass/Arctic Grey/1.62Kg), 83ER00MCIN",70849.0,4.4,Lenovo,16GB,512GB,Grey,Intel
"ASUS Vivobook 15 (2025), 13th Gen,Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 15.6"", 39.6 cm, Windows 11 Home,M365 Basic(1 Year)* Office 2024,Cool Silver,1.7 Kg, X1504VA-D5321WS, Thin & Light Laptop",55990.0,4.3,ASUS,8GB,512GB,Silver,Intel
"Lenovo LOQ, Intel Core i7 14th Gen 14700HX, NVIDIA RTX 5060 8GB, 16GB RAM, 1TB SSD, 15.6""(39.6cm), 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 83JE00U5IN, 572 AI Tops, 3 Mon. Game Pass Gaming Laptop",158990.0,3.6,Lenovo,8GB,1024GB,Grey,Intel
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3-1315U 14 inch (35.5cm) FHD Laptop (8GB RAM/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Grey/1.37Kg), 82X6005KIN",59950.0,5.0,Lenovo,8GB,512GB,Grey,Intel
"ASUS Zenbook S14 (2026),Smartchoice,Intel Core Ultra 5 226V,Intel Arc iGPU,16GB/512GB,3K OLED,Touchscreen,14""(35.5 cm),Windows 11,M365 Basic(1Y),Office 2024,Gray,1.2 Kg,UX5406SA-PZ658WS,Copilot+ PC",136990.0,3.9,ASUS,16GB,Unknown,Gray,Intel
"Lenovo LOQ Intel Core i7-14700HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/1TB SSD/Win 11/NVIDIA GeForce RTX 4060 8GB Graphics/100% sRGB/Office 21/1Yr ADP Free/Grey/2.4Kg), 83DV00BEIN",175000.0,3.9,Lenovo,16GB,1024GB,Grey,Intel
